sep=,
Date,Speed,Altitude,Pressure,X,Y,Z,G,Latitude,Longitude,Heading,Magnetic Field,Sound Level,Luminance,Heart Rate
"2021-10-13 13:43:26.072",0.000000,1010.787415,892.136993,-0.030060,-0.975815,0.284668,1.016934,33.588317,-102.031923,268.269745,34.213416,52.238792,0.058736,HRDATA
"2021-10-13 13:43:26.173",0.000000,1010.787415,892.136993,-0.030609,-0.958755,0.280136,0.999312,33.588317,-102.031923,267.187256,34.223222,55.918304,0.058666,HRDATA
"2021-10-13 13:43:26.274",0.000000,1010.787415,892.136993,-0.028442,-0.964584,0.281281,1.005162,33.588317,-102.031923,265.971497,34.224754,53.861382,0.058552,HRDATA
"2021-10-13 13:43:26.374",0.000000,1010.787415,892.136993,-0.027283,-0.954208,0.277893,0.994225,33.588317,-102.031923,264.895325,34.305081,55.785004,0.058498,HRDATA
"2021-10-13 13:43:26.474",0.000000,1010.787415,892.136993,-0.027618,-0.960739,0.280487,1.001227,33.588317,-102.031923,263.720062,34.201280,52.833241,0.058417,HRDATA
"2021-10-13 13:43:26.574",0.000000,1010.787415,892.136993,-0.028717,-0.960266,0.278671,1.000297,33.588317,-102.031923,262.462341,34.199675,50.353603,0.058324,HRDATA
"2021-10-13 13:43:26.672",0.000000,1010.787415,892.136993,-0.027588,-0.968155,0.281647,1.008667,33.588317,-102.031923,261.128693,34.109648,52.346699,0.058354,HRDATA
"2021-10-13 13:43:26.774",0.000000,1010.787415,892.136993,-0.030670,-0.963791,0.279999,1.004108,33.588317,-102.031923,259.011902,33.461350,52.884296,0.058323,HRDATA
"2021-10-13 13:43:26.874",0.000000,1010.787415,892.136993,-0.029877,-0.958694,0.278412,0.998750,33.588317,-102.031923,257.900604,33.656742,53.954426,0.058242,HRDATA
"2021-10-13 13:43:26.974",0.000000,1010.787415,892.135620,-0.028442,-0.961273,0.279694,1.001541,33.588317,-102.031923,256.751770,33.674206,52.338120,0.058088,HRDATA
"2021-10-13 13:43:27.072",0.000000,1010.787415,892.135620,-0.028366,-0.956207,0.278717,0.996404,33.588317,-102.031923,254.349457,33.657882,53.176247,0.057779,HRDATA
"2021-10-13 13:43:27.174",0.000000,1010.787415,892.135620,-0.029694,-0.974289,0.284225,1.015335,33.588317,-102.031923,253.097092,33.400948,52.336823,0.057566,HRDATA
"2021-10-13 13:43:27.274",0.000000,1010.787415,892.135620,-0.028030,-0.958908,0.279587,0.999229,33.588317,-102.031923,251.817841,33.465457,51.200336,0.057304,HRDATA
"2021-10-13 13:43:27.372",0.000000,1010.787415,892.135620,-0.027878,-0.966110,0.283691,1.007287,33.588317,-102.031923,249.210754,33.294623,52.483082,0.057174,HRDATA
"2021-10-13 13:43:27.474",0.000000,1010.787415,892.135620,-0.029861,-0.954727,0.277039,0.994558,33.588317,-102.031923,247.887848,33.086784,56.009693,0.057093,HRDATA
"2021-10-13 13:43:27.574",0.000000,1010.787415,892.135620,-0.029114,-0.959702,0.279892,1.000107,33.588317,-102.031923,246.556824,32.993197,54.501125,0.056871,HRDATA
"2021-10-13 13:43:27.674",0.000000,1010.787415,892.135620,-0.026367,-0.964325,0.280396,1.004609,33.588317,-102.031923,243.873444,32.711459,54.149086,0.056715,HRDATA
"2021-10-13 13:43:27.774",0.000000,1010.787415,892.135620,-0.027481,-0.965469,0.280685,1.005818,33.588317,-102.031923,242.514587,32.612310,55.589840,0.056617,HRDATA
"2021-10-13 13:43:27.873",0.000000,1010.787415,892.135620,-0.028259,-0.974945,0.284668,1.016047,33.588317,-102.031923,241.154678,32.989198,53.761456,0.056497,HRDATA
"2021-10-13 13:43:27.975",0.000000,1010.787415,892.135620,-0.029068,-0.956421,0.279114,0.996740,33.588317,-102.031923,238.465271,33.155967,52.601891,0.056343,HRDATA
"2021-10-13 13:43:28.072",0.000000,1010.787415,892.135620,-0.028381,-0.958145,0.280869,0.998867,33.588317,-102.031923,237.139984,32.420103,57.093578,0.055828,HRDATA
"2021-10-13 13:43:28.174",0.000000,1010.787415,892.135620,-0.027634,-0.960373,0.280075,1.000761,33.588317,-102.031923,235.840149,32.693597,53.903343,0.055627,HRDATA
"2021-10-13 13:43:28.274",0.000000,1010.787415,892.135620,-0.027634,-0.969742,0.280838,1.009967,33.588317,-102.031923,233.310272,32.716315,51.927212,0.055239,HRDATA
"2021-10-13 13:43:28.374",0.000000,1010.787415,892.135620,-0.028580,-0.966721,0.282242,1.007485,33.588317,-102.031923,232.076248,32.953554,50.301834,0.055220,HRDATA
"2021-10-13 13:43:28.476",0.000000,1010.787415,892.135620,-0.028214,-0.967834,0.280991,1.008194,33.588317,-102.031923,230.869690,32.576176,52.729664,0.054917,HRDATA
"2021-10-13 13:43:28.574",0.000000,1010.787415,892.135620,-0.027344,-0.959183,0.278870,0.999273,33.588317,-102.031923,228.533890,32.675189,53.599716,0.054304,HRDATA
"2021-10-13 13:43:28.674",0.000000,1010.787415,892.135620,-0.028046,-0.957581,0.279221,0.997853,33.588317,-102.031923,227.420532,32.564964,53.687763,0.053960,HRDATA
"2021-10-13 13:43:28.774",0.000000,1010.787415,892.135620,-0.026550,-0.965118,0.281631,1.005721,33.588317,-102.031923,226.347183,32.701070,51.063000,0.053379,HRDATA
"2021-10-13 13:43:28.874",0.000000,1010.787415,892.135620,-0.026917,-0.968552,0.282669,1.009316,33.588317,-102.031923,225.316803,32.501792,49.057018,0.052990,HRDATA
"2021-10-13 13:43:28.973",0.000000,1010.787415,892.135620,-0.027634,-0.967896,0.280579,1.008122,33.588317,-102.031923,224.014969,32.521661,54.157719,0.052585,HRDATA
